title	year	value	canton	file_year
Homeownership rate	2013	31.5	Vaud	2016
Average per capita living space in m²	2013	42.4	Vaud	2016
New housing units per 1000 residents	2013	6.4	Vaud	2016
Arrivals in hotels and spas	2014	1,259,298	Vaud	2016
Overnight stays in hotels and spas	2014	2,655,696	Vaud	2016
Passenger cars per 1000 inhabitants	2014	531	Vaud	2016
Public transportation	2013	30.6	Vaud	2016
Private motorised transport	2013	58.3	Vaud	2016
Social assistance rate	2014	4.9	Vaud	2016
Physicians in private practice per 100,000 inhabitants	2014	244	Vaud	2016
Hospital beds per 1000 inhabitants	2013	4.8	Vaud	2016
Hospitalisation rate in intensive care (per 1000 inhabitants)	2013	133.2	Vaud	2016
Average length of stay in intensive care (days)	2013	6.4	Vaud	2016
Without post-compulsory education	2013	25.6	Vaud	2016
Upper secondary education	2013	39.4	Vaud	2016
Tertiary level	2013	35.0	Vaud	2016
Graduation rate in higher education institutions	2014	26.3	Vaud	2016
FDP/PLR	2015	26.8	Vaud	2016
CVP	2015	4.1	Vaud	2016
SP	2015	22.2	Vaud	2016
SVP	2015	22.6	Vaud	2016
EVP/CSP	2015	1.1	Vaud	2016
GLP	2015	3.9	Vaud	2016
BDP	2015	1.8	Vaud	2016
PdA/Sol.	2015	2.9	Vaud	2016
GPS	2015	11.3	Vaud	2016
Small right-wing parties	2015	0.8	Vaud	2016
under the Swiss Criminal Code	2014	96.0	Vaud	2016
under the Narcotics Act (NarcA)	2014	16.0	Vaud	2016
under the Foreign Nationals Act (FNA)	2014	7.5	Vaud	2016
Residents	2014	120,089	Zug	2016
Change in %	2010-2014	6.2	Zug	2016
Population density per km²	2014	579.6	Zug	2016
0-19 years	2014	20.3	Zug	2016
20-64 years	2014	63.5	Zug	2016
65 years or over	2014	16.2	Zug	2016
Urban population in %	2014	100.0	Zug	2016
Foreign nationals in %	2014	26.3	Zug	2016
Crude marriage rate	2014	5.2	Zug	2016
Crude divorce rate	2014	1.7	Zug	2016
Crude birth rate	2014	10.8	Zug	2016
Crude mortality rate	2014	6.2	Zug	2016
Private households	2014	51,295	Zug	2016
Size of households in persons	2014	2.3	Zug	2016
German	2013	83.9	Zug	2016
French	2013	3.2	Zug	2016
Italian	2013	4.2	Zug	2016
Romansh	2013	–	Zug	2016
English	2013	9.0	Zug	2016
Roman Catholic	2013	52.9	Zug	2016
Protestant Reformed	2013	14.3	Zug	2016
No affiliation	2013	20.1	Zug	2016
Total surface area in km²	2004/09	238.7	Zug	2016
Settlement and urban area in %	2004/09	13.8	Zug	2016
Agricultural area in %	2004/09	43.4	Zug	2016
Wooded area in %	2004/09	27.4	Zug	2016
Unproductive area in %	2004/09	15.4	Zug	2016
Net activity rate (15-64 years)	2013	82.3	Zug	2016
Unemployment rate (according to SECO)	2015	2.33	Zug	2016
Gross domestic product per capita in Swiss francs	2013	155,548	Zug	2016
Change in %	2012-2013	3.7	Zug	2016
Employed total	2013	105,415	Zug	2016
Primary sector	2013	1,844	Zug	2016
Secondary sector	2013	21,833	Zug	2016
Tertiary sector	2013	81,738	Zug	2016
Business establishments total	2013	17,212	Zug	2016
Primary sector	2013	598	Zug	2016
Secondary sector	2013	1,620	Zug	2016
Tertiary sector	2013	14,994	Zug	2016
in %	2014	14.1	Zug	2016
Utilised agricultural area per farm in ha	2014	18.4	Zug	2016
Dwelling vacancy rate	2015	0.46	Zug	2016
Homeownership rate	2013	33.0	Zug	2016
Average per capita living space in m²	2013	46.6	Zug	2016
New housing units per 1000 residents	2013	6.3	Zug	2016
Arrivals in hotels and spas	2014	156,988	Zug	2016
Overnight stays in hotels and spas	2014	336,742	Zug	2016
Passenger cars per 1000 inhabitants	2014	633	Zug	2016
Public transportation	2013	30.7	Zug	2016
Private motorised transport	2013	51.0	Zug	2016
Social assistance rate	2014	1.7	Zug	2016
Physicians in private practice per 100,000 inhabitants	2014	204	Zug	2016
Hospital beds per 1000 inhabitants	2013	4.3	Zug	2016
Hospitalisation rate in intensive care (per 1000 inhabitants)	2013	97.6	Zug	2016
Average length of stay in intensive care (days)	2013	5.0	Zug	2016
Without post-compulsory education	2013	15.9	Zug	2016
Upper secondary education	2013	45.5	Zug	2016
Tertiary level	2013	38.7	Zug	2016
Graduation rate in higher education institutions	2014	29.0	Zug	2016
FDP/PLR	2015	17.6	Zug	2016
CVP	2015	26.4	Zug	2016
SP	2015	13.8	Zug	2016
SVP	2015	30.5	Zug	2016
EVP/CSP	2015	–	Zug	2016
GLP	2015	3.6	Zug	2016
BDP	2015	–	Zug	2016
PdA/Sol.	2015	–	Zug	2016
GPS	2015	7.2	Zug	2016
Small right-wing parties	2015	–	Zug	2016
under the Swiss Criminal Code	2014	54.1	Zug	2016
under the Narcotics Act (NarcA)	2014	4.6	Zug	2016
under the Foreign Nationals Act (FNA)	2014	3.4	Zug	2016
Residents	2014	1,446,354	Zurich	2016
Change in %	2010-2014	5.3	Zurich	2016
Population density per km²	2014	870.8	Zurich	2016
0-19 years	2014	19.6	Zurich	2016
20-64 years	2014	63.6	Zurich	2016
65 years or over	2014	16.8	Zurich	2016
Urban population in %	2014	99.3	Zurich	2016
Foreign nationals in %	2014	25.8	Zurich	2016
Crude marriage rate	2014	5.9	Zurich	2016
Crude divorce rate	2014	2.2	Zurich	2016
Crude birth rate	2014	11.8	Zurich	2016
Crude mortality rate	2014	7.3	Zurich	2016
Private households	2014	645,184	Zurich	2016
Size of households in persons	2014	2.2	Zurich	2016
German	2013	83.5	Zurich	2016
French	2013	3.2	Zurich	2016
Italian	2013	5.7	Zurich	2016
Romansh	2013	0.3	Zurich	2016
English	2013	6.6	Zurich	2016
Roman Catholic	2013	27.7	Zurich	2016
Protestant Reformed	2013	31.1	Zurich	2016
No affiliation	2013	25.0	Zurich	2016
Total surface area in km²	2004/09	1,728.9	Zurich	2016
Settlement and urban area in %	2004/09	21.9	Zurich	2016
Agricultural area in %	2004/09	41.7	Zurich	2016
Wooded area in %	2004/09	30.4	Zurich	2016
Unproductive area in %	2004/09	6.1	Zurich	2016
Net activity rate (15-64 years)	2013	83.1	Zurich	2016
Unemployment rate (according to SECO)	2015	3.54	Zurich	2016
Gross domestic product per capita in Swiss francs	2013	96,778	Zurich	2016
Change in %	2012-2013	2.9	Zurich	2016
Employed total	2013	978,455	Zurich	2016
Primary sector	2013	11,577	Zurich	2016
Secondary sector	2013	145,134	Zurich	2016
Tertiary sector	2013	821,744	Zurich	2016
Business establishments total	2013	112,434	Zurich	2016
Primary sector	2013	3,792	Zurich	2016
Secondary sector	2013	13,389	Zurich	2016
Tertiary sector	2013	95,253	Zurich	2016
in %	2014	10.6	Zurich	2016
Utilised agricultural area per farm in ha	2014	20.2	Zurich	2016
Dwelling vacancy rate	2015	0.78	Zurich	2016
Homeownership rate	2013	28.6	Zurich	2016
Average per capita living space in m²	2013	44.3	Zurich	2016
New housing units per 1000 residents	2013	6.7	Zurich	2016
Arrivals in hotels and spas	2014	2,769,827	Zurich	2016
Overnight stays in hotels and spas	2014	4,812,869	Zurich	2016
Passenger cars per 1000 inhabitants	2014	497	Zurich	2016
Public transportation	2013	44.6	Zurich	2016
Private motorised transport	2013	42.4	Zurich	2016
Social assistance rate	2014	3.2	Zurich	2016
Physicians in private practice per 100,000 inhabitants	2014	254	Zurich	2016
Hospital beds per 1000 inhabitants	2013	4.4	Zurich	2016
Hospitalisation rate in intensive care (per 1000 inhabitants)	2013	135.2	Zurich	2016
Average length of stay in intensive care (days)	2013	6.3	Zurich	2016
Without post-compulsory education	2013	17.1	Zurich	2016
Upper secondary education	2013	44.9	Zurich	2016
Tertiary level	2013	37.9	Zurich	2016
Graduation rate in higher education institutions	2014	22.5	Zurich	2016
FDP/PLR	2015	15.3	Zurich	2016
CVP	2015	4.2	Zurich	2016
SP	2015	21.4	Zurich	2016
SVP	2015	30.7	Zurich	2016
EVP/CSP	2015	3.1	Zurich	2016
GLP	2015	8.2	Zurich	2016
BDP	2015	3.6	Zurich	2016
PdA/Sol.	2015	0.2	Zurich	2016
GPS	2015	6.9	Zurich	2016
Small right-wing parties	2015	2.2	Zurich	2016
under the Swiss Criminal Code	2014	69.5	Zurich	2016
under the Narcotics Act (NarcA)	2014	9.5	Zurich	2016
under the Foreign Nationals Act (FNA)	2014	5.4	Zurich	2016
Residents	2014	8,237,666	Bern	2016
Change in %	2010-2014	4.7	Bern	2016
Population density per km²	2014	206.0	Bern	2016
0-19 years	2014	20.2	Bern	2016
20-64 years	2014	62.0	Bern	2016
65 years or over	2014	17.8	Bern	2016
Urban population in %	2014	84.5	Bern	2016
Foreign nationals in %	2014	24.3	Bern	2016
Crude marriage rate	2014	5.1	Bern	2016
Crude divorce rate	2014	2.0	Bern	2016
Crude birth rate	2014	10.4	Bern	2016
Crude mortality rate	2014	7.8	Bern	2016
Private households	2014	3,584,789	Bern	2016
Size of households in persons	2014	2.3	Bern	2016
German	2013	64.5	Bern	2016
French	2013	22.6	Bern	2016
Italian	2013	8.3	Bern	2016
Romansh	2013	0.5	Bern	2016
English	2013	4.7	Bern	2016
Roman Catholic	2013	38.0	Bern	2016
Protestant Reformed	2013	26.1	Bern	2016
No affiliation	2013	22.2	Bern	2016
Total surface area in km²	2004/09	41,290.4	Bern	2016
Settlement and urban area in %	2004/09	7.5	Bern	2016
Agricultural area in %	2004/09	35.9	Bern	2016
Wooded area in %	2004/09	31.3	Bern	2016
Unproductive area in %	2004/09	25.3	Bern	2016
Net activity rate (15-64 years)	2013	81.0	Bern	2016
Unemployment rate (according to SECO)	2015	3.30	Bern	2016
Gross domestic product per capita in Swiss francs	2013	78,480	Bern	2016
Change in %	2012-2013	1.8	Bern	2016
Employed total	2013	4,962,608	Bern	2016
Primary sector	2013	164,360	Bern	2016
Secondary sector	2013	1,093,804	Bern	2016
Tertiary sector	2013	3,704,444	Bern	2016
Business establishments total	2013	654,806	Bern	2016
Primary sector	2013	56,720	Bern	2016
Secondary sector	2013	95,380	Bern	2016
Tertiary sector	2013	502,706	Bern	2016
in %	2014	12.7	Bern	2016
Utilised agricultural area per farm in ha	2014	19.4	Bern	2016
Dwelling vacancy rate	2015	1.19	Bern	2016
Homeownership rate	2013	37.5	Bern	2016
Average per capita living space in m²	2013	45.0	Bern	2016
New housing units per 1000 residents	2013	6.2	Bern	2016
Arrivals in hotels and spas	2014	17,162,053	Bern	2016
Overnight stays in hotels and spas	2014	35,933,512	Bern	2016
Passenger cars per 1000 inhabitants	2014	539	Bern	2016
Public transportation	2013	29.7	Bern	2016
Private motorised transport	2013	54.6	Bern	2016
Social assistance rate	2014	3.2	Bern	2016
Physicians in private practice per 100,000 inhabitants	2014	216	Bern	2016
Hospital beds per 1000 inhabitants	2013	4.6	Bern	2016
Hospitalisation rate in intensive care (per 1000 inhabitants)	2013	126.9	Bern	2016
Average length of stay in intensive care (days)	2013	6.0	Bern	2016
Without post-compulsory education	2013	22.1	Bern	2016
Upper secondary education	2013	47.0	Bern	2016
Tertiary level	2013	30.9	Bern	2016
Graduation rate in higher education institutions	2014	28.2	Bern	2016
FDP/PLR	2015	16.4	Bern	2016
CVP	2015	11.6	Bern	2016
SP	2015	18.8	Bern	2016
SVP	2015	29.4	Bern	2016
EVP/CSP	2015	2.1	Bern	2016
GLP	2015	4.6	Bern	2016
BDP	2015	4.1	Bern	2016
PdA/Sol.	2015	0.9	Bern	2016
GPS	2015	7.1	Bern	2016
Small right-wing parties	2015	2.6	Bern	2016
under the Swiss Criminal Code	2014	64.6	Bern	2016
under the Narcotics Act (NarcA)	2014	9.9	Bern	2016
under the Foreign Nationals Act (FNA)	2014	4.9	Bern	2016
Residents	2015	653,675	Aargau	2017
Change in %	2010-2015	6.9	Aargau	2017
Population density per km²	2015	468.6	Aargau	2017
0-19 years	2015	20.4	Aargau	2017
20-64 years	2015	62.8	Aargau	2017
65 years or over	2015	16.9	Aargau	2017
Urban population in %	2015	82.8	Aargau	2017
Foreign nationals in %	2015	24.2	Aargau	2017
Crude marriage rate	2015	5.1	Aargau	2017
Crude divorce rate	2015	2.0	Aargau	2017
Crude birth rate	2015	10.3	Aargau	2017
Crude mortality rate	2015	7.5	Aargau	2017
Private households	2015	279,813	Aargau	2017
Size of households in persons	2015	2.3	Aargau	2017
German	2014	88.0	Aargau	2017
French	2014	2.0	Aargau	2017
Italian	2014	5.1	Aargau	2017
Romansh	2014	–	Aargau	2017
English	2014	4.0	Aargau	2017
Roman Catholic	2014	34.3	Aargau	2017
Protestant Reformed	2014	25.7	Aargau	2017
No affiliation	2014	24.8	Aargau	2017
Total surface area in km²	2004/09	1,404.0	Aargau	2017
Settlement and urban area in %	2004/09	17.0	Aargau	2017
Agricultural area in %	2004/09	44.1	Aargau	2017
Wooded area in %	2004/09	36.4	Aargau	2017
Unproductive area in %	2004/09	2.6	Aargau	2017
Net activity rate (15-64 years)	2014	82.6	Aargau	2017
Unemployment rate (according to SECO)	2016	3.16	Aargau	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	61,959	Aargau	2017
Change in % of cantonal GDP	2013-2014	1.1	Aargau	2017
Employed total	2014	333,142	Aargau	2017
Primary sector	2014	11,074	Aargau	2017
Secondary sector	2014	97,922	Aargau	2017
Tertiary sector	2014	224,146	Aargau	2017
Business establishments total	2014	45,066	Aargau	2017
Primary sector	2014	3,635	Aargau	2017
Secondary sector	2014	7,409	Aargau	2017
Tertiary sector	2014	34,022	Aargau	2017
in %	2015	8.4	Aargau	2017
Utilised agricultural area per farm in ha	2015	17.9	Aargau	2017
Dwelling vacancy rate	2016	2.18	Aargau	2017
Homeownership rate	2014	48.9	Aargau	2017
Average per capita living space in m²	2014	49.3	Aargau	2017
New housing units per 1000 residents	2014	7.7	Aargau	2017
Arrivals in hotels and spas	2015	324,326	Aargau	2017
Overnight stays in hotels and spas	2015	701,991	Aargau	2017
Passenger cars per 1000 inhabitants	2015	586	Aargau	2017
Public transportation	2014	24.3	Aargau	2017
Private motorised transport	2014	63.2	Aargau	2017
Social assistance rate	2015	2.2	Aargau	2017
Physicians in private practice per 100,000 inhabitants	2015	165	Aargau	2017
Hospital beds per 1000 inhabitants	2014	4.5	Aargau	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	118.2	Aargau	2017
Average length of stay in intensive care (days)	2014	5.3	Aargau	2017
Without post-compulsory education	2014	19.5	Aargau	2017
Upper secondary education	2014	51.0	Aargau	2017
Tertiary level	2014	29.5	Aargau	2017
Graduation rate in higher education institutions	2015	23.0	Aargau	2017
FDP/PLR	2015	15.1	Aargau	2017
CVP	2015	8.6	Aargau	2017
SP	2015	16.1	Aargau	2017
SVP	2015	38.0	Aargau	2017
EVP/CSP	2015	3.3	Aargau	2017
GLP	2015	5.2	Aargau	2017
BDP	2015	5.1	Aargau	2017
PdA/Sol.	2015	–	Aargau	2017
GPS	2015	5.5	Aargau	2017
Small right-wing parties	2015	1.1	Aargau	2017
under the Swiss Criminal Code	2015	41.7	Aargau	2017
under the Narcotics Act (NarcA)	2015	5.7	Aargau	2017
under the Foreign Nationals Act (FNA)	2015	3.6	Aargau	2017
Residents	2015	54,543	Appenzell	2017
Change in %	2010-2015	2.9	Appenzell	2017
Population density per km²	2015	224.6	Appenzell	2017
0-19 years	2015	20.4	Appenzell	2017
20-64 years	2015	60.9	Appenzell	2017
65 years or over	2015	18.8	Appenzell	2017
Urban population in %	2015	75.5	Appenzell	2017
Foreign nationals in %	2015	15.7	Appenzell	2017
Crude marriage rate	2015	5.3	Appenzell	2017
Crude divorce rate	2015	2.2	Appenzell	2017
Crude birth rate	2015	10.3	Appenzell	2017
Crude mortality rate	2015	9.4	Appenzell	2017
Private households	2015	23,129	Appenzell	2017
Size of households in persons	2015	2.3	Appenzell	2017
German	2014	92.5	Appenzell	2017
French	2014	–	Appenzell	2017
Italian	2014	–	Appenzell	2017
Romansh	2014	–	Appenzell	2017
English	2014	–	Appenzell	2017
Roman Catholic	2014	29.5	Appenzell	2017
Protestant Reformed	2014	41.6	Appenzell	2017
No affiliation	2014	17.1	Appenzell	2017
Total surface area in km²	2004/09	242.9	Appenzell	2017
Settlement and urban area in %	2004/09	9.2	Appenzell	2017
Agricultural area in %	2004/09	54.8	Appenzell	2017
Wooded area in %	2004/09	34.5	Appenzell	2017
Unproductive area in %	2004/09	1.5	Appenzell	2017
Net activity rate (15-64 years)	2014	83.1	Appenzell	2017
Unemployment rate (according to SECO)	2016	1.82	Appenzell	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	56,663	Appenzell	2017
Change in % of cantonal GDP	2013-2014	2.3	Appenzell	2017
Employed total	2014	26,325	Appenzell	2017
Primary sector	2014	1,728	Appenzell	2017
Secondary sector	2014	7,688	Appenzell	2017
Tertiary sector	2014	16,909	Appenzell	2017
Business establishments total	2014	5,145	Appenzell	2017
Primary sector	2014	750	Appenzell	2017
Secondary sector	2014	864	Appenzell	2017
Tertiary sector	2014	3,531	Appenzell	2017
in %	2015	18.6	Appenzell	2017
Utilised agricultural area per farm in ha	2015	16.4	Appenzell	2017
Dwelling vacancy rate	2016	1.99	Appenzell	2017
Homeownership rate	2014	49.1	Appenzell	2017
Average per capita living space in m²	2014	49.5	Appenzell	2017
New housing units per 1000 residents	2014	5.7	Appenzell	2017
Arrivals in hotels and spas	2015	56,797	Appenzell	2017
Overnight stays in hotels and spas	2015	117,948	Appenzell	2017
Passenger cars per 1000 inhabitants	2015	571	Appenzell	2017
Public transportation	2014	18.7	Appenzell	2017
Private motorised transport	2014	65.1	Appenzell	2017
Social assistance rate	2015	2.0	Appenzell	2017
Physicians in private practice per 100,000 inhabitants	2015	167	Appenzell	2017
Hospital beds per 1000 inhabitants	2014	8.9	Appenzell	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	94.0	Appenzell	2017
Average length of stay in intensive care (days)	2014	4.7	Appenzell	2017
Without post-compulsory education	2014	21.2	Appenzell	2017
Upper secondary education	2014	51.2	Appenzell	2017
Tertiary level	2014	27.7	Appenzell	2017
Graduation rate in higher education institutions	2015	26.3	Appenzell	2017
FDP/PLR	2015	33.6	Appenzell	2017
CVP	2015	–	Appenzell	2017
SP	2015	28.6	Appenzell	2017
SVP	2015	36.1	Appenzell	2017
EVP/CSP	2015	–	Appenzell	2017
GLP	2015	–	Appenzell	2017
BDP	2015	–	Appenzell	2017
PdA/Sol.	2015	–	Appenzell	2017
GPS	2015	–	Appenzell	2017
Small right-wing parties	2015	–	Appenzell	2017
under the Swiss Criminal Code	2015	36.3	Appenzell	2017
under the Narcotics Act (NarcA)	2015	4.7	Appenzell	2017
under the Foreign Nationals Act (FNA)	2015	1.1	Appenzell	2017
Residents	2015	15,974	Appenzell	2017
Change in %	2010-2015	1.8	Appenzell	2017
Population density per km²	2015	92.6	Appenzell	2017
0-19 years	2015	22.1	Appenzell	2017
20-64 years	2015	59.6	Appenzell	2017
65 years or over	2015	18.3	Appenzell	2017
Urban population in %	2015	0.0	Appenzell	2017
Foreign nationals in %	2015	10.9	Appenzell	2017
Crude marriage rate	2015	5.3	Appenzell	2017
Crude divorce rate	2015	0.9	Appenzell	2017
Crude birth rate	2015	11.4	Appenzell	2017
Crude mortality rate	2015	8.6	Appenzell	2017
Private households	2015	6,290	Appenzell	2017
Size of households in persons	2015	2.5	Appenzell	2017
German	2014	95.5	Appenzell	2017
French	2014	–	Appenzell	2017
Italian	2014	–	Appenzell	2017
Romansh	2014	–	Appenzell	2017
English	2014	–	Appenzell	2017
Roman Catholic	2014	73.9	Appenzell	2017
Protestant Reformed	2014	–	Appenzell	2017
No affiliation	2014	–	Appenzell	2017
Total surface area in km²	2004/09	172.4	Appenzell	2017
Settlement and urban area in %	2004/09	4.7	Appenzell	2017
Agricultural area in %	2004/09	53.7	Appenzell	2017
Wooded area in %	2004/09	32.0	Appenzell	2017
Unproductive area in %	2004/09	9.6	Appenzell	2017
Net activity rate (15-64 years)	2014	85.9	Appenzell	2017
Unemployment rate (according to SECO)	2016	1.09	Appenzell	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	61,067	Appenzell	2017
Change in % of cantonal GDP	2013-2014	3.7	Appenzell	2017
Employed total	2014	8,795	Appenzell	2017
Primary sector	2014	1,077	Appenzell	2017
Secondary sector	2014	2,837	Appenzell	2017
Tertiary sector	2014	4,881	Appenzell	2017
Business establishments total	2014	1,877	Appenzell	2017
Primary sector	2014	496	Appenzell	2017
Secondary sector	2014	309	Appenzell	2017
Tertiary sector	2014	1,072	Appenzell	2017
in %	2015	5.3	Appenzell	2017
Utilised agricultural area per farm in ha	2015	15.1	Appenzell	2017
Dwelling vacancy rate	2016	3.63	Appenzell	2017
Homeownership rate	2014	57.0	Appenzell	2017
Average per capita living space in m²	2014	46.3	Appenzell	2017
New housing units per 1000 residents	2014	3.3	Appenzell	2017
Arrivals in hotels and spas	2015	88,790	Appenzell	2017
Overnight stays in hotels and spas	2015	154,170	Appenzell	2017
Passenger cars per 1000 inhabitants	2015	583	Appenzell	2017
Public transportation	2014	7.1	Appenzell	2017
Private motorised transport	2014	73.1	Appenzell	2017
Social assistance rate	2015	0.8	Appenzell	2017
Physicians in private practice per 100,000 inhabitants	2015	125	Appenzell	2017
Hospital beds per 1000 inhabitants	2014	2.3	Appenzell	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	37.5	Appenzell	2017
Average length of stay in intensive care (days)	2014	6.0	Appenzell	2017
Without post-compulsory education	2014	24.5	Appenzell	2017
Upper secondary education	2014	50.7	Appenzell	2017
Tertiary level	2014	24.8	Appenzell	2017
Graduation rate in higher education institutions	2015	32.4	Appenzell	2017
FDP/PLR	2015	–	Appenzell	2017
CVP	2015	76.3	Appenzell	2017
SP	2015	18.1	Appenzell	2017
SVP	2015	–	Appenzell	2017
EVP/CSP	2015	–	Appenzell	2017
GLP	2015	–	Appenzell	2017
BDP	2015	–	Appenzell	2017
PdA/Sol.	2015	–	Appenzell	2017
GPS	2015	–	Appenzell	2017
Small right-wing parties	2015	–	Appenzell	2017
under the Swiss Criminal Code	2015	19.5	Appenzell	2017
under the Narcotics Act (NarcA)	2015	3.3	Appenzell	2017
under the Foreign Nationals Act (FNA)	2015	–	Appenzell	2017
Residents	2015	283,231	Basel-Landschaft	2017
Change in %	2010-2015	3.2	Basel-Landschaft	2017
Population density per km²	2015	547.1	Basel-Landschaft	2017
0-19 years	2015	19.2	Basel-Landschaft	2017
20-64 years	2015	59.6	Basel-Landschaft	2017
65 years or over	2015	21.2	Basel-Landschaft	2017
Urban population in %	2015	95.9	Basel-Landschaft	2017
Foreign nationals in %	2015	21.8	Basel-Landschaft	2017
Crude marriage rate	2015	4.5	Basel-Landschaft	2017
Crude divorce rate	2015	1.9	Basel-Landschaft	2017
Crude birth rate	2015	9.0	Basel-Landschaft	2017
Crude mortality rate	2015	8.9	Basel-Landschaft	2017
Private households	2015	124,693	Basel-Landschaft	2017
Size of households in persons	2015	2.2	Basel-Landschaft	2017
German	2014	88.7	Basel-Landschaft	2017
French	2014	3.6	Basel-Landschaft	2017
Italian	2014	5.0	Basel-Landschaft	2017
Romansh	2014	–	Basel-Landschaft	2017
English	2014	5.1	Basel-Landschaft	2017
Roman Catholic	2014	27.8	Basel-Landschaft	2017
Protestant Reformed	2014	31.6	Basel-Landschaft	2017
No affiliation	2014	27.6	Basel-Landschaft	2017
Total surface area in km²	2004/09	517.7	Basel-Landschaft	2017
Settlement and urban area in %	2004/09	17.4	Basel-Landschaft	2017
Agricultural area in %	2004/09	40.5	Basel-Landschaft	2017
Wooded area in %	2004/09	41.3	Basel-Landschaft	2017
Unproductive area in %	2004/09	0.7	Basel-Landschaft	2017
Net activity rate (15-64 years)	2014	79.5	Basel-Landschaft	2017
Unemployment rate (according to SECO)	2016	3.01	Basel-Landschaft	2017
Gross domestic product (GDP) per capita in Swiss francs	2014	68,537	Basel-Landschaft	2017
Change in % of cantonal GDP	2013-2014	3.3	Basel-Landschaft	2017
Employed total	2014	147,262	Basel-Landschaft	2017
Primary sector	2014	3,332	Basel-Landschaft	2017
Secondary sector	2014	38,916	Basel-Landschaft	2017
Tertiary sector	2014	105,014	Basel-Landschaft	2017
Business establishments total	2014	19,383	Basel-Landschaft	2017
Primary sector	2014	990	Basel-Landschaft	2017
Secondary sector	2014	3,129	Basel-Landschaft	2017
Tertiary sector	2014	15,264	Basel-Landschaft	2017
in %	2015	14.9	Basel-Landschaft	2017
Utilised agricultural area per farm in ha	2015	23.1	Basel-Landschaft	2017
Dwelling vacancy rate	2016	0.47	Basel-Landschaft	2017
Homeownership rate	2014	45.4	Basel-Landschaft	2017
Average per capita living space in m²	2014	47.1	Basel-Landschaft	2017
New housing units per 1000 residents	2014	4.3	Basel-Landschaft	2017
Arrivals in hotels and spas	2015	143,850	Basel-Landschaft	2017
Overnight stays in hotels and spas	2015	292,377	Basel-Landschaft	2017
Passenger cars per 1000 inhabitants	2015	515	Basel-Landschaft	2017
Public transportation	2014	39.4	Basel-Landschaft	2017
Private motorised transport	2014	46.5	Basel-Landschaft	2017
Social assistance rate	2015	2.8	Basel-Landschaft	2017
Physicians in private practice per 100,000 inhabitants	2015	236	Basel-Landschaft	2017
Hospital beds per 1000 inhabitants	2014	4.0	Basel-Landschaft	2017
Hospitalisation rate in intensive care (per 1000 inhabitants)	2014	92.0	Basel-Landschaft	2017
Average length of stay in intensive care (days)	2014	5.6	Basel-Landschaft	2017
Without post-compulsory education	2014	18.0	Basel-Landschaft	2017
Upper secondary education	2014	50.6	Basel-Landschaft	2017
Tertiary level	2014	31.4	Basel-Landschaft	2017
Graduation rate in higher education institutions	2015	30.6	Basel-Landschaft	2017
FDP/PLR	2015	15.8	Basel-Landschaft	2017
CVP	2015	9.1	Basel-Landschaft	2017
SP	2015	22.2	Basel-Landschaft	2017
SVP	2015	29.8	Basel-Landschaft	2017
EVP/CSP	2015	2.2	Basel-Landschaft	2017
GLP	2015	2.7	Basel-Landschaft	2017
BDP	2015	2.8	Basel-Landschaft	2017
PdA/Sol.	2015	–	Basel-Landschaft	2017
GPS	2015	14.2	Basel-Landschaft	2017
Small right-wing parties	2015	0.4	Basel-Landschaft	2017
under the Swiss Criminal Code	2015	45.5	Basel-Landschaft	2017
under the Narcotics Act (NarcA)	2015	2.7	Basel-Landschaft	2017
under the Foreign Nationals Act (FNA)	2015	1.1	Basel-Landschaft	2017
Residents	2015	191,817	Basel-Stadt	2017
Change in %	2010-2015	3.7	Basel-Stadt	2017
Population density per km²	2015	5,191.3	Basel-Stadt	2017
0-19 years	2015	16.8	Basel-Stadt	2017
20-64 years	2015	63.0	Basel-Stadt	2017
65 years or over	2015	20.2	Basel-Stadt	2017
Urban population in %	2015	98.7	Basel-Stadt	2017
Foreign nationals in %	2015	35.2	Basel-Stadt	2017
Crude marriage rate	2015	5.0	Basel-Stadt	2017
Crude divorce rate	2015	2.2	Basel-Stadt	2017
Crude birth rate	2015	10.6	Basel-Stadt	2017
Crude mortality rate	2015	11.2	Basel-Stadt	2017
Private households	2015	96,190	Basel-Stadt	2017
Size of households in persons	2015	1.9	Basel-Stadt	2017
German	2014	78.8	Basel-Stadt	2017
French	2014	5.6	Basel-Stadt	2017
Italian	2014	6.4	Basel-Stadt	2017
Romansh	2014	–	Basel-Stadt	2017
English	2014	10.1	Basel-Stadt	2017
Roman Catholic	2014	19.4	Basel-Stadt	2017
Protestant Reformed	2014	16.7	Basel-Stadt	2017
No affiliation	2014	45.6	Basel-Stadt	2017
Total surface area in km²	2004/09	37.0	Basel-Stadt	2017
Settlement and urban area in %	2004/09	71.1	Basel-Stadt	2017
Agricultural area in %	2004/09	12.0	Basel-Stadt	2017
Wooded area in %	2004/09	12.4	Basel-Stadt	2017
Unproductive area in %	2004/09	4.5	Basel-Stadt	2017
Net activity rate (15-64 years)	2014	77.8	Basel-Stadt	2017
